id,source,predicate,target,datasets,datasett,typelink,datasetspld,datasettpld
26835195,http://zbw.eu/stw/descriptor/10590-3,http://www.w3.org/2004/02/skos/core#exactMatch,http://aims.fao.org/aos/agrovoc/c_26993,http://zbw.eu/stw/descriptor/10590-3/about,NULL,i,http://zbw.eu,http://aims.fao.org/
26848702,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4191404-1,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26848703,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4140783-0,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26848704,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4190488-6,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26848705,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4602963-1,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26848706,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4129051-3,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26848707,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10038179,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848708,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10047964,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848709,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10045501,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848710,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10035402,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848711,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10035397,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848712,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10045120,http://zbw.eu/stw/descriptor/18891-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26848715,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4038270-9,http://zbw.eu/stw/descriptor/18891-5/about,NULL,i,http://zbw.eu,http://d-nb.info
26848716,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10045504,http://zbw.eu/stw/descriptor/18891-5/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
